id,start_fun,end_fun,time_fun,address,status,lambda,num_run
1,1.394563,13.354454,11.959891,NaN,True,1.0,0
0,0.869215,13.365454,12.496239,NaN,True,1.0,0
4,5.125864,13.423457,8.297593,NaN,True,1.0,0
8,9.894708,17.811447,7.916739,NaN,True,1.0,0
6,7.15076,17.847842,10.697082,NaN,True,1.0,0
5,6.160821,17.856836,11.696015,NaN,True,1.0,0
7,8.253985,17.861835,9.60785,NaN,True,1.0,0
10,11.559004,22.735009,11.176005,NaN,True,1.0,0
15,14.838139,22.856995,8.018856,NaN,True,1.0,0
9,11.429213,22.894934,11.465721,NaN,True,1.0,0
11,12.627169,22.871075,10.243906,NaN,True,1.0,0
14,14.689162,22.91946,8.230298,NaN,True,1.0,0
12,13.717061,22.908378,9.191317,NaN,True,1.0,0
13,13.840214,22.924458,9.084244,NaN,True,1.0,0
17,16.496811,27.718994,11.222183,NaN,True,1.0,0
20,17.863835,27.724081,9.860246,NaN,True,1.0,0
18,17.710568,27.727479,10.016911,NaN,True,1.0,0
21,20.350934,27.736185,7.385251,NaN,True,1.0,0
16,15.663742,27.756646,12.092904,NaN,True,1.0,0
26,24.674312,32.747078,8.072766,NaN,True,1.0,0
23,22.714993,32.750076,10.035083,NaN,True,1.0,0
25,23.840333,32.746078,8.905745,NaN,True,1.0,0
22,22.215661,32.752079,10.536418,NaN,True,1.0,0
24,23.671219,32.836902,9.165683,NaN,True,1.0,0
30,30.400975,37.761241,7.360266,NaN,True,1.0,0
28,27.5972,37.75912,10.16192,NaN,True,1.0,0
27,26.322154,37.833694,11.51154,NaN,True,1.0,0
29,27.861872,37.841998,9.980126,NaN,True,1.0,0
34,35.623774,42.859158,7.235384,NaN,True,1.0,0
33,32.583476,42.868145,10.284669,NaN,True,1.0,0
31,31.337166,42.864994,11.527828,NaN,True,1.0,0
32,31.700336,42.869706,11.16937,NaN,True,1.0,0
36,38.099713,48.313448,10.213735,NaN,True,1.0,0
35,36.102249,48.344431,12.242182,NaN,True,1.0,0
37,38.839299,48.375865,9.536566,NaN,True,1.0,0
39,43.659909,52.753416,9.093507,NaN,True,1.0,0
38,40.857912,52.756154,11.898242,NaN,True,1.0,0
41,45.259062,52.759579,7.500517,NaN,True,1.0,0
40,45.102225,52.849015,7.74679,NaN,True,1.0,0
42,46.03046,58.38127,12.35081,NaN,True,1.0,0
43,46.703216,58.458882,11.755666,NaN,True,1.0,0
44,47.647276,58.457521,10.810245,NaN,True,1.0,0
45,47.743946,58.462137,10.718191,NaN,True,1.0,0
48,54.945539,62.769645,7.824106,NaN,True,1.0,0
46,52.643147,62.771644,10.128497,NaN,True,1.0,0
47,53.441999,62.773646,9.331647,NaN,True,1.0,0
57,59.182931,68.401719,9.218788,NaN,True,1.0,0
51,56.851698,68.394711,11.543013,NaN,True,1.0,0
49,55.859061,68.4001,12.541039,NaN,True,1.0,0
50,56.167359,68.420419,12.25306,NaN,True,1.0,0
60,59.907357,68.418234,8.510877,NaN,True,1.0,0
56,58.852587,68.430197,9.57761,NaN,True,1.0,0
58,59.20619,68.435086,9.228896,NaN,True,1.0,0
52,57.014712,68.427524,11.412812,NaN,True,1.0,0
55,58.753125,68.440513,9.687388,NaN,True,1.0,0
54,58.710277,68.445295,9.735018,NaN,True,1.0,0
59,59.825625,68.446364,8.620739,NaN,True,1.0,0
53,57.045556,68.454548,11.408992,NaN,True,1.0,0
62,62.775644,73.441657,10.666013,NaN,True,1.0,0
64,64.377207,73.446027,9.06882,NaN,True,1.0,0
61,60.818591,73.467055,12.648464,NaN,True,1.0,0
65,64.922072,73.452865,8.530793,NaN,True,1.0,0
63,63.03038,73.461056,10.430676,NaN,True,1.0,0
67,66.61918,77.725933,11.106753,NaN,True,1.0,0
68,67.865599,77.731933,9.866334,NaN,True,1.0,0
70,68.111776,77.844151,9.732375,NaN,True,1.0,0
66,66.244371,77.857879,11.613508,NaN,True,1.0,0
69,67.929747,77.860031,9.930284,NaN,True,1.0,0
71,69.89511,77.856818,7.961708,NaN,True,1.0,0
72,72.30631,83.396399,11.090089,NaN,True,1.0,0
74,75.160046,83.458668,8.298622,NaN,True,1.0,0
73,72.858971,83.453646,10.594675,NaN,True,1.0,0
76,79.948652,87.834919,7.886267,NaN,True,1.0,0
75,79.839331,87.843751,8.00442,NaN,True,1.0,0
80,83.220432,93.356656,10.136224,NaN,True,1.0,0
79,83.19743,93.371865,10.174435,NaN,True,1.0,0
77,81.849152,93.419946,11.570794,NaN,True,1.0,0
78,82.43845,93.440982,11.002532,NaN,True,1.0,0
81,87.235325,97.74482,10.509495,NaN,True,1.0,0
82,89.554996,97.751819,8.196823,NaN,True,1.0,0
83,89.719075,97.760823,8.041748,NaN,True,1.0,0
84,90.343122,97.762824,7.419702,NaN,True,1.0,0
88,93.849954,102.710489,8.860535,NaN,True,1.0,0
87,93.382838,102.742488,9.35965,NaN,True,1.0,0
86,93.123833,102.871968,9.748135,NaN,True,1.0,0
85,92.183414,102.874402,10.690988,NaN,True,1.0,0
91,98.263121,107.748804,9.485683,NaN,True,1.0,0
89,97.406823,107.749804,10.342981,NaN,True,1.0,0
95,99.676382,107.768807,8.092425,NaN,True,1.0,0
90,97.491578,107.794714,10.303136,NaN,True,1.0,0
92,98.833057,107.825453,8.992396,NaN,True,1.0,0
94,99.63653,107.844694,8.208164,NaN,True,1.0,0
96,99.976839,107.845753,7.868914,NaN,True,1.0,0
93,99.177371,107.856346,8.678975,NaN,True,1.0,0
100,101.644079,112.762251,11.118172,NaN,True,1.0,0
97,100.960082,112.769435,11.809353,NaN,True,1.0,0
101,101.832639,112.799777,10.967138,NaN,True,1.0,0
99,101.610339,112.796321,11.185982,NaN,True,1.0,0
98,101.089379,112.805974,11.716595,NaN,True,1.0,0
102,102.856452,112.833041,9.976589,NaN,True,1.0,0
103,106.874888,117.754544,10.879656,NaN,True,1.0,0
105,109.013795,117.763261,8.749466,NaN,True,1.0,0
104,107.520364,117.788334,10.26797,NaN,True,1.0,0
107,110.559891,117.792334,7.232443,NaN,True,1.0,0
106,110.18682,117.815333,7.628513,NaN,True,1.0,0
112,112.858698,122.743078,9.88438,NaN,True,1.0,0
108,111.00054,122.746876,11.746336,NaN,True,1.0,0
113,113.029893,122.820835,9.790942,NaN,True,1.0,0
117,114.803375,122.823504,8.020129,NaN,True,1.0,0
111,111.949075,122.83153,10.882455,NaN,True,1.0,0
114,113.286395,122.838473,9.552078,NaN,True,1.0,0
115,113.760536,122.834797,9.074261,NaN,True,1.0,0
118,115.502842,122.846376,7.343534,NaN,True,1.0,0
110,111.851033,122.856435,11.005402,NaN,True,1.0,0
109,111.401036,122.854836,11.4538,NaN,True,1.0,0
122,119.980258,128.30535,8.325092,NaN,True,1.0,0
119,115.890045,128.336966,12.446921,NaN,True,1.0,0
121,119.814864,128.352181,8.537317,NaN,True,1.0,0
120,116.212548,128.398772,12.186224,NaN,True,1.0,0
126,125.179094,133.416296,8.237202,NaN,True,1.0,0
124,123.019754,133.431077,10.411323,NaN,True,1.0,0
125,125.146356,133.432743,8.286387,NaN,True,1.0,0
132,128.198706,138.324128,10.125422,NaN,True,1.0,0
